id,wholesaler_id,retailer_id,buyer_type,shipping_type,order_type,book_time,last_status,last_status_time,anomaly_label
4234163,55990,54134,retailer,same-day,app,7/14/2020 10:06,selesai,7/15/2020 12:19,0
4203554,150837,179485,retailer,same-day,app,7/13/2020 7:02,selesai,7/13/2020 8:49,0
3920046,58634,18663,retailer,pick-up,app,6/29/2020 5:55,selesai,6/30/2020 6:36,0
4377641,91878,166225,retailer,pick-up,app,7/20/2020 17:10,selesai,7/22/2020 15:52,0
3920989,166742,171418,retailer,pick-up,app,6/29/2020 7:07,siap-diambil,6/29/2020 9:03,0
4077460,53886,33066,retailer,pick-up,app,7/6/2020 17:58,selesai,7/7/2020 20:04,0
4077517,140161,163187,retailer,pick-up,app,7/6/2020 18:02,konfirmasi-perubahan,7/7/2020 6:46,0
4378048,140752,108475,retailer,pick-up,app,7/20/2020 17:34,selesai,7/22/2020 9:42,0
4205987,136229,128213,retailer,next-day,app,7/13/2020 8:24,selesai,7/17/2020 18:07,0
3923147,235793,262227,retailer,pick-up,app,6/29/2020 8:29,selesai,7/2/2020 23:53,0
4361740,150615,117934,retailer,pick-up,app,7/20/2020 8:37,selesai,7/20/2020 9:00,0
3924915,141891,145549,retailer,pick-up,app,6/29/2020 9:21,selesai,8/21/2020 10:59,0
3924940,150477,92653,retailer,same-day,app,6/29/2020 9:22,selesai,6/30/2020 17:05,0
3925001,57970,16270,retailer,same-day,app,6/29/2020 9:24,selesai,6/30/2020 12:02,0
3925065,140231,128628,retailer,pick-up,otc,6/29/2020 9:26,selesai,6/29/2020 9:26,0
3925069,54281,31007,retailer,pick-up,app,6/29/2020 9:26,selesai,7/10/2020 11:01,0
4080032,57966,251999,retailer,pick-up,app,7/6/2020 21:48,siap-diambil,7/7/2020 8:38,0
4207441,165174,106402,retailer,same-day,app,7/13/2020 9:02,selesai,8/16/2020 10:03,0
4207466,139081,75571,retailer,same-day,app,7/13/2020 9:02,selesai,7/13/2020 10:50,0
4395032,58508,31489,retailer,pick-up,app,7/21/2020 12:46,selesai,7/22/2020 16:09,0
4374740,132943,209754,retailer,pick-up,otc,7/20/2020 15:11,selesai,7/20/2020 15:11,0
4374758,150837,96460,retailer,same-day,app,7/20/2020 15:12,selesai,7/22/2020 15:19,0
4516832,57966,227205,retailer,pick-up,app,7/27/2020 6:04,siap-diambil,7/27/2020 11:39,0
4516839,56161,40339,retailer,pick-up,app,7/27/2020 6:05,selesai,7/27/2020 14:46,0
4516871,60558,1121039,retailer,pick-up,app,7/27/2020 6:08,selesai,7/27/2020 16:11,0
4516882,232842,95812,retailer,same-day,app,7/27/2020 6:09,selesai,7/29/2020 9:48,0
4516914,137121,244296,retailer,pick-up,app,7/27/2020 6:11,selesai,7/28/2020 19:00,0
4372525,53807,32283,retailer,same-day,app,7/20/2020 13:48,selesai,7/21/2020 8:55,0
4372600,236594,1108832,retailer,pick-up,otc,7/20/2020 13:51,selesai,7/20/2020 13:51,0
4372636,60663,220866,retailer,same-day,app,7/20/2020 13:52,selesai,7/21/2020 16:08,0
4206080,218183,79419,retailer,same-day,app,7/13/2020 8:27,selesai,7/14/2020 14:09,0
4372793,57364,48642,retailer,next-day,app,7/20/2020 13:57,selesai,7/22/2020 19:59,0
4206105,143450,103730,retailer,pick-up,app,7/13/2020 8:28,selesai,7/14/2020 11:48,0
3923611,54020,893907,retailer,same-day,app,6/29/2020 8:43,selesai,6/29/2020 15:19,0
3923615,132943,116791,retailer,pick-up,app,6/29/2020 8:43,selesai,6/29/2020 17:34,0
3923622,141891,265573,retailer,pick-up,app,6/29/2020 8:43,siap-diambil,6/29/2020 16:38,0
3923672,54188,53941,retailer,same-day,app,6/29/2020 8:44,selesai,7/4/2020 7:59,0
3923704,186487,227386,retailer,pick-up,app,6/29/2020 8:45,selesai,6/29/2020 9:44,0
3923747,151914,93864,retailer,pick-up,app,6/29/2020 8:46,selesai,6/29/2020 9:34,0
3923754,129495,70987,retailer,pick-up,app,6/29/2020 8:46,selesai,6/29/2020 18:20,0
3924233,139041,98628,retailer,same-day,app,6/29/2020 9:01,selesai,7/1/2020 18:02,0
3924283,236594,1108825,retailer,pick-up,otc,6/29/2020 9:03,selesai,6/29/2020 9:03,0
4520690,54802,53692,retailer,same-day,app,7/27/2020 8:34,selesai,7/29/2020 9:35,0
4380602,140686,184038,retailer,pick-up,otc,7/20/2020 20:49,selesai,7/20/2020 20:49,0
4375156,139105,106931,retailer,same-day,app,7/20/2020 15:26,selesai,8/2/2020 23:36,0
4358093,128793,70277,retailer,same-day,app,7/20/2020 5:56,selesai,7/22/2020 10:25,0
4358108,1101189,1123285,retailer,pick-up,app,7/20/2020 5:58,selesai,7/28/2020 6:49,0
4358123,132747,109477,retailer,pick-up,app,7/20/2020 6:00,selesai,7/21/2020 12:16,0
4530914,1138,175,retailer,same-day,app,7/27/2020 13:12,selesai,7/29/2020 9:15,0
4822682,139554,160575,retailer,pick-up,app,8/10/2020 3:26,selesai,8/12/2020 16:36,0
4822699,136229,128388,retailer,pick-up,app,8/10/2020 3:58,selesai,8/11/2020 14:32,0
4822716,142655,125036,retailer,pick-up,app,8/10/2020 4:20,selesai,8/12/2020 8:58,0
4822748,1107940,37715,retailer,same-day,app,8/10/2020 4:57,selesai,8/11/2020 9:47,0
4722555,139619,73246,retailer,pick-up,app,8/5/2020 9:51,selesai,8/5/2020 16:09,0
4722608,160680,111386,retailer,same-day,app,8/5/2020 9:53,selesai,8/7/2020 9:32,0
4722625,53920,25122,retailer,pick-up,app,8/5/2020 9:53,selesai,8/10/2020 10:36,0
4722640,141564,114070,retailer,pick-up,app,8/5/2020 9:54,selesai,8/6/2020 21:07,0
4691990,54201,33046,retailer,same-day,app,8/4/2020 1:36,selesai,8/7/2020 8:41,0
4692056,56578,261302,retailer,pick-up,app,8/4/2020 2:28,selesai,8/4/2020 20:10,0
4744866,54444,4065,retailer,same-day,app,8/6/2020 9:02,selesai,8/6/2020 20:51,0
4744934,1137,1631,retailer,pick-up,app,8/6/2020 9:04,siap-diambil,8/6/2020 20:40,0
4744966,137200,198908,retailer,pick-up,app,8/6/2020 9:05,selesai,8/7/2020 19:36,0
4744968,134358,72236,retailer,same-day,app,8/6/2020 9:05,selesai,8/8/2020 12:13,0
4614961,58028,24796,retailer,pick-up,app,7/30/2020 16:52,selesai,8/5/2020 15:40,0
4822816,54207,64205,retailer,pick-up,app,8/10/2020 5:27,selesai,8/13/2020 16:00,0
4822831,54616,19320,retailer,same-day,app,8/10/2020 5:30,selesai,8/11/2020 7:17,0
4822865,57415,52619,retailer,pick-up,app,8/10/2020 5:39,selesai,8/13/2020 15:45,0
4822880,56644,63981,retailer,pick-up,app,8/10/2020 5:41,selesai,8/11/2020 8:12,0
4822933,133403,81996,retailer,pick-up,app,8/10/2020 5:48,selesai,8/31/2020 12:13,0
4705928,148886,111949,retailer,pick-up,app,8/4/2020 14:03,selesai,8/5/2020 10:43,0
4372563,57916,45907,retailer,same-day,app,7/20/2020 13:49,selesai,7/21/2020 9:14,0
4372614,54000,18094,retailer,same-day,app,7/20/2020 13:51,selesai,7/22/2020 20:21,0
4206056,1138,254435,retailer,same-day,app,7/13/2020 8:26,selesai,7/16/2020 8:43,0
4372714,137969,118183,retailer,pick-up,app,7/20/2020 13:55,selesai,7/21/2020 9:28,0
3923633,139702,106524,retailer,same-day,app,6/29/2020 8:43,selesai,7/2/2020 18:24,0
3923699,58496,48739,retailer,same-day,app,6/29/2020 8:45,selesai,6/29/2020 11:29,0
3923735,1149,1525,retailer,same-day,app,6/29/2020 8:46,selesai,7/1/2020 16:57,0
4520737,57404,26993,retailer,pick-up,app,7/27/2020 8:35,selesai,7/28/2020 13:47,0
4520769,147525,78771,retailer,pick-up,app,7/27/2020 8:36,selesai,7/28/2020 12:47,0
4520788,233803,263129,retailer,same-day,app,7/27/2020 8:36,selesai,7/29/2020 9:09,0
4520803,100925,85577,retailer,pick-up,app,7/27/2020 8:37,selesai,8/6/2020 18:33,0
4520822,53920,36751,retailer,pick-up,app,7/27/2020 8:37,selesai,7/28/2020 13:22,0
3925439,148420,70757,retailer,same-day,app,6/29/2020 9:38,selesai,7/1/2020 10:45,0
3925905,56563,3356,retailer,same-day,app,6/29/2020 10:07,selesai,7/2/2020 10:49,0
3925992,140359,127924,retailer,pick-up,app,6/29/2020 10:23,selesai,6/29/2020 13:34,0
3926039,91873,152499,retailer,pick-up,otc,6/29/2020 10:29,selesai,7/11/2020 13:04,0
4526421,163538,29879,retailer,pick-up,app,7/27/2020 10:56,selesai,7/28/2020 9:28,0
4080665,158147,187394,retailer,pick-up,otc,7/6/2020 23:26,selesai,7/6/2020 23:26,0
4357623,56540,159298,retailer,same-day,app,7/20/2020 0:08,selesai,7/22/2020 12:34,0
4357625,1147,553,retailer,same-day,app,7/20/2020 0:09,selesai,7/27/2020 16:17,0
4357642,139666,152306,retailer,pick-up,app,7/20/2020 0:18,pesanan-diterima,8/3/2020 14:24,0
4357674,100492,245442,retailer,same-day,app,7/20/2020 0:38,selesai,7/20/2020 12:38,0
4357691,139238,237076,retailer,pick-up,app,7/20/2020 0:52,selesai,7/27/2020 8:17,0
4071139,55289,27975,retailer,next-day,app,7/6/2020 13:34,selesai,7/7/2020 15:20,0
4071205,54022,252398,retailer,pick-up,otc,7/6/2020 13:36,selesai,7/6/2020 13:36,0
4071288,56146,31073,retailer,same-day,app,7/6/2020 13:39,selesai,7/8/2020 17:14,0
4597447,134903,190532,retailer,pick-up,app,7/30/2020 8:13,selesai,8/3/2020 16:37,0
4735827,135779,181746,retailer,pick-up,otc,8/5/2020 17:43,selesai,8/5/2020 17:43,0
4735893,135779,173695,retailer,pick-up,otc,8/5/2020 17:47,selesai,8/5/2020 17:47,0
4376335,132935,102248,retailer,pick-up,app,7/20/2020 16:10,selesai,8/3/2020 7:08,0
4528101,138918,117262,retailer,pick-up,app,7/27/2020 11:41,selesai,7/28/2020 18:55,0
4370912,132104,106253,retailer,pick-up,app,7/20/2020 12:48,selesai,7/20/2020 15:20,0
4376596,135561,128672,retailer,same-day,app,7/20/2020 16:20,selesai,7/21/2020 23:13,0
4376603,145114,209479,retailer,pick-up,otc,7/20/2020 16:21,selesai,7/20/2020 16:21,0
4203874,135527,259016,retailer,pick-up,app,7/13/2020 7:15,selesai,8/3/2020 17:06,0
4203981,55001,131600,retailer,same-day,app,7/13/2020 7:20,selesai,7/14/2020 18:52,0
4203999,60388,12608,retailer,same-day,app,7/13/2020 7:20,selesai,7/13/2020 16:24,0
4204038,151910,87456,retailer,pick-up,app,7/13/2020 7:22,selesai,7/18/2020 9:03,0
4204063,54449,64198,retailer,same-day,app,7/13/2020 7:23,selesai,7/18/2020 15:41,0
4517741,1145,557,retailer,pick-up,app,7/27/2020 7:00,selesai,7/27/2020 16:49,0
4377482,55952,220820,retailer,pick-up,app,7/20/2020 17:02,selesai,7/21/2020 8:13,0
4377507,138935,137321,retailer,same-day,app,7/20/2020 17:04,selesai,7/22/2020 9:31,0
4377514,194753,198937,retailer,pick-up,otc,7/20/2020 17:04,selesai,7/20/2020 17:04,0
4377607,140336,124615,retailer,pick-up,app,7/20/2020 17:08,selesai,7/26/2020 18:58,0
4205042,101582,129569,retailer,pick-up,app,7/13/2020 7:57,selesai,7/14/2020 15:19,0
4205117,135786,138904,retailer,pick-up,otc,7/13/2020 7:59,selesai,7/13/2020 7:59,0
4205192,135619,164617,retailer,pick-up,app,7/13/2020 8:01,selesai,7/14/2020 7:37,0
4205278,53872,45651,retailer,same-day,app,7/13/2020 8:05,selesai,7/14/2020 16:47,0
4077294,158875,61743,retailer,same-day,app,7/6/2020 17:49,selesai,7/19/2020 17:33,0
4077308,66868,30305,retailer,next-day,app,7/6/2020 17:50,selesai,7/23/2020 18:22,0
4077358,54022,247228,retailer,pick-up,otc,7/6/2020 17:53,selesai,7/6/2020 17:53,0
4077394,139105,116189,retailer,same-day,app,7/6/2020 17:55,selesai,8/15/2020 14:50,0
3923270,141675,161470,retailer,pick-up,app,6/29/2020 8:33,selesai,7/12/2020 13:18,0
3923302,162833,792137,retailer,pick-up,app,6/29/2020 8:34,selesai,6/30/2020 10:14,0
3923363,238758,259441,retailer,pick-up,app,6/29/2020 8:35,selesai,6/29/2020 15:06,0
3923370,139102,102880,retailer,pick-up,app,6/29/2020 8:36,selesai,7/4/2020 7:52,0
4207350,137919,95561,retailer,pick-up,app,7/13/2020 9:00,selesai,7/17/2020 8:10,0
4207375,136200,120287,retailer,pick-up,app,7/13/2020 9:00,selesai,7/14/2020 8:43,0
3925603,137986,108062,retailer,pick-up,app,6/29/2020 9:46,selesai,6/30/2020 15:24,0
4524025,135619,164301,retailer,pick-up,app,7/27/2020 9:56,selesai,7/27/2020 11:13,0
4524043,138022,146870,retailer,pick-up,app,7/27/2020 9:57,selesai,8/14/2020 10:31,0
4524050,147871,95861,retailer,same-day,app,7/27/2020 9:57,selesai,8/18/2020 0:09,0
4526315,53830,5240,retailer,next-day,app,7/27/2020 10:54,selesai,7/31/2020 7:54,0
3488589,232623,239642,retailer,pick-up,app,6/2/2020 10:10,selesai,6/14/2020 17:51,0
3488653,57933,35216,retailer,same-day,app,6/2/2020 10:13,selesai,6/3/2020 14:05,0
3488696,100946,94458,retailer,pick-up,app,6/2/2020 10:16,selesai,6/3/2020 16:36,0
3786830,1145,557,retailer,same-day,app,6/21/2020 16:48,selesai,7/31/2020 12:28,0
4370587,100534,1117420,retailer,next-day,app,7/20/2020 12:36,selesai,7/21/2020 15:27,0
4370598,132747,254919,retailer,pick-up,app,7/20/2020 12:37,selesai,7/23/2020 16:54,0
4370612,55616,15477,retailer,same-day,app,7/20/2020 12:37,selesai,7/23/2020 8:18,0
4370637,53829,1106158,retailer,same-day,app,7/20/2020 12:38,selesai,7/22/2020 15:28,0
4370662,53923,52649,retailer,pick-up,app,7/20/2020 12:39,selesai,7/21/2020 9:00,0
4523682,131451,169602,retailer,pick-up,app,7/27/2020 9:48,selesai,7/27/2020 13:07,0
4523718,145641,110945,retailer,pick-up,app,7/27/2020 9:49,selesai,8/19/2020 19:19,0
4523725,139586,127124,retailer,pick-up,app,7/27/2020 9:49,selesai,8/3/2020 14:45,0
4523750,54452,64213,retailer,pick-up,app,7/27/2020 9:50,selesai,7/27/2020 12:49,0
4523757,137735,124020,retailer,pick-up,app,7/27/2020 9:50,selesai,7/29/2020 17:39,0
4523764,54459,12771,retailer,pick-up,app,7/27/2020 9:50,selesai,8/19/2020 16:33,0
4523782,53990,196370,retailer,pick-up,app,7/27/2020 9:51,selesai,7/29/2020 16:06,0
4520492,100925,82231,retailer,pick-up,app,7/27/2020 8:28,selesai,8/6/2020 18:33,0
4202445,53829,8794,retailer,pick-up,app,7/13/2020 2:22,selesai,8/3/2020 16:39,0
4202484,55963,58342,retailer,pick-up,app,7/13/2020 3:24,selesai,7/13/2020 20:56,0
4202509,1131,518,retailer,same-day,app,7/13/2020 3:58,selesai,7/14/2020 13:32,0
3919626,131994,126702,retailer,pick-up,app,6/29/2020 1:20,selesai,6/29/2020 18:20,0
3919637,150615,103595,retailer,pick-up,app,6/29/2020 1:25,selesai,6/29/2020 8:01,0
3920480,58227,56426,retailer,pick-up,app,6/29/2020 6:36,selesai,6/29/2020 19:42,0
3928090,252804,1130033,retailer,pick-up,app,6/29/2020 15:33,selesai,6/29/2020 15:46,0
3928092,156672,232116,retailer,pick-up,app,6/29/2020 15:33,selesai,6/30/2020 8:37,0
3928119,234726,114037,retailer,pick-up,app,6/29/2020 15:34,selesai,6/30/2020 22:04,0
3928151,140578,105080,retailer,same-day,app,6/29/2020 15:34,selesai,7/3/2020 16:22,0
3928653,133124,102913,retailer,pick-up,app,6/29/2020 15:43,selesai,7/2/2020 6:35,0
4517208,55963,27755,retailer,pick-up,app,7/27/2020 6:34,selesai,8/1/2020 10:13,0
4517240,101132,149471,retailer,pick-up,app,7/27/2020 6:35,selesai,9/1/2020 9:52,0
4517274,1107599,173073,retailer,pick-up,app,7/27/2020 6:38,selesai,7/28/2020 10:22,0
4517308,131638,142220,retailer,pick-up,app,7/27/2020 6:39,selesai,7/27/2020 17:10,0
4067967,54584,2709,retailer,same-day,app,7/6/2020 11:43,selesai,7/7/2020 12:27,0
4068010,142655,116093,retailer,pick-up,app,7/6/2020 11:44,selesai,7/14/2020 15:17,0
4068142,143027,128590,retailer,pick-up,app,7/6/2020 11:48,selesai,7/15/2020 8:56,0
4068235,54995,32319,retailer,same-day,app,7/6/2020 11:52,selesai,7/8/2020 16:15,0
4068242,142651,77705,retailer,pick-up,app,7/6/2020 11:52,selesai,7/9/2020 10:46,0
4068244,136300,70616,retailer,same-day,app,7/6/2020 11:52,selesai,7/8/2020 5:59,0
4068269,54839,1106280,retailer,pick-up,app,7/6/2020 11:53,selesai,7/6/2020 15:12,0
4068276,101341,179756,retailer,pick-up,app,7/6/2020 11:53,selesai,7/15/2020 14:48,0
4068476,54050,38975,retailer,pick-up,app,7/6/2020 12:00,selesai,7/18/2020 12:30,0
4068478,135779,176117,retailer,pick-up,otc,7/6/2020 12:01,selesai,7/6/2020 12:01,0
4516270,54837,148436,retailer,same-day,app,7/27/2020 0:15,selesai,7/29/2020 9:16,0
4516297,265881,270466,retailer,pick-up,app,7/27/2020 0:29,selesai,7/27/2020 7:52,0
4516306,54236,51797,retailer,pick-up,app,7/27/2020 0:32,selesai,8/4/2020 16:38,0
4528506,148304,88878,retailer,same-day,app,7/27/2020 11:53,selesai,7/30/2020 11:34,0
4528538,139579,72252,retailer,pick-up,app,7/27/2020 11:54,selesai,7/27/2020 13:43,0
4206322,138029,84471,retailer,pick-up,app,7/13/2020 8:33,selesai,7/13/2020 12:54,0
4206345,54037,35492,retailer,pick-up,app,7/13/2020 8:34,selesai,7/15/2020 16:58,0
4206381,135318,108452,retailer,pick-up,app,7/13/2020 8:35,selesai,7/13/2020 13:02,0
4206411,53834,1095503,retailer,pick-up,otc,7/13/2020 8:36,selesai,7/13/2020 8:36,0
4206415,154557,196710,retailer,pick-up,otc,7/13/2020 8:36,selesai,7/13/2020 8:36,0
4206420,54331,3341,retailer,same-day,app,7/13/2020 8:36,selesai,7/16/2020 14:37,0
4206454,54052,17736,retailer,same-day,app,7/13/2020 8:37,selesai,7/14/2020 12:18,0
4078770,54011,27078,retailer,next-day,app,7/6/2020 19:50,selesai,7/9/2020 18:30,0
4078865,172708,126519,retailer,pick-up,app,7/6/2020 19:58,selesai,7/7/2020 19:24,0
4078895,54207,28328,retailer,pick-up,app,7/6/2020 20:00,selesai,7/22/2020 1:06,0
4078929,53891,131748,retailer,pick-up,otc,7/6/2020 20:02,selesai,7/6/2020 20:02,0
4078938,233327,1122091,retailer,pick-up,app,7/6/2020 20:03,selesai,7/9/2020 8:04,0
4078940,135781,163603,retailer,pick-up,app,7/6/2020 20:03,selesai,7/7/2020 13:51,0
4063864,53989,4656,retailer,next-day,app,7/6/2020 9:44,selesai,7/8/2020 15:20,0
4063898,137180,149354,retailer,pick-up,app,7/6/2020 9:45,selesai,7/7/2020 12:47,0
4373046,139401,114635,retailer,pick-up,app,7/20/2020 14:07,selesai,7/23/2020 12:30,0
4373144,133328,1135398,retailer,same-day,app,7/20/2020 14:11,selesai,7/20/2020 14:52,0
4079204,222298,76743,retailer,next-day,app,7/6/2020 20:24,selesai,7/7/2020 21:00,0
4079206,139648,160498,retailer,same-day,app,7/6/2020 20:24,selesai,7/9/2020 12:39,0
4079272,150477,97579,retailer,same-day,app,7/6/2020 20:31,selesai,7/7/2020 12:06,0
4079338,57404,11815,retailer,pick-up,app,7/6/2020 20:38,selesai,7/12/2020 11:45,0
4079374,137061,98113,retailer,pick-up,app,7/6/2020 20:40,selesai,7/7/2020 12:12,0
4079397,54011,26824,retailer,next-day,app,7/6/2020 20:42,selesai,7/9/2020 18:26,0
4079408,1090777,1105744,retailer,pick-up,app,7/6/2020 20:43,selesai,7/8/2020 12:37,0
3924782,53920,38318,retailer,pick-up,app,6/29/2020 9:18,selesai,7/3/2020 7:37,0
3924807,137586,253278,retailer,same-day,app,6/29/2020 9:18,selesai,7/1/2020 13:18,0
3924809,1138,137640,retailer,same-day,app,6/29/2020 9:18,selesai,6/29/2020 16:20,0
3924843,54011,224967,retailer,same-day,app,6/29/2020 9:19,selesai,7/1/2020 15:59,0
3924875,147705,72396,retailer,same-day,app,6/29/2020 9:20,selesai,6/30/2020 13:48,0
3926247,101429,78315,retailer,pick-up,app,6/29/2020 11:18,selesai,6/29/2020 19:35,0
3926345,56698,45124,retailer,pick-up,app,6/29/2020 11:37,selesai,7/20/2020 20:39,0
3926377,54995,165348,retailer,same-day,app,6/29/2020 11:40,selesai,6/30/2020 16:03,0
4068542,143538,242979,retailer,same-day,app,7/6/2020 12:02,selesai,7/6/2020 16:30,0
4744390,55616,23650,retailer,same-day,app,8/6/2020 8:49,selesai,8/10/2020 13:32,0
4744426,137019,160223,retailer,pick-up,app,8/6/2020 8:50,selesai,8/6/2020 16:23,0
4691532,60092,1180105,retailer,pick-up,app,8/3/2020 23:25,selesai,8/20/2020 16:04,0
4691631,55001,15507,retailer,next-day,app,8/3/2020 23:39,selesai,8/4/2020 16:10,0
4691663,91873,182539,retailer,next-day,app,8/3/2020 23:42,selesai,8/6/2020 15:41,0
4700720,55952,58646,retailer,pick-up,app,8/4/2020 11:15,selesai,8/5/2020 10:44,0
4717082,56644,1104992,retailer,same-day,app,8/5/2020 6:46,selesai,8/5/2020 15:24,0
4706586,257315,71315,retailer,pick-up,app,8/4/2020 14:25,selesai,8/11/2020 18:36,0
4706603,1131,258641,retailer,pick-up,otc,8/4/2020 14:26,selesai,8/4/2020 14:26,0
4706690,1104943,1104934,retailer,pick-up,app,8/4/2020 14:29,selesai,8/4/2020 14:39,0
4706704,140245,112527,retailer,pick-up,app,8/4/2020 14:29,selesai,8/11/2020 23:43,0
4706740,149434,70263,retailer,pick-up,app,8/4/2020 14:31,selesai,8/7/2020 14:28,0
4980941,1103422,263203,retailer,pick-up,app,8/16/2020 21:46,selesai,8/17/2020 14:56,0
4980991,53841,5208,retailer,next-day,app,8/16/2020 21:51,selesai,8/20/2020 13:35,0
4981006,233327,1122091,retailer,pick-up,app,8/16/2020 21:53,selesai,8/18/2020 12:37,0
4981055,139093,1222334,retailer,pick-up,otc,8/16/2020 21:58,selesai,8/16/2020 21:58,0
4981074,1125368,241418,retailer,pick-up,app,8/16/2020 22:00,selesai,8/17/2020 2:33,0
5023522,57955,43335,retailer,pick-up,app,8/18/2020 18:50,selesai,8/27/2020 22:34,0
4983964,54264,3461,retailer,same-day,app,8/17/2020 7:41,konfirmasi-perubahan,8/24/2020 7:14,0
4983981,131451,71429,retailer,pick-up,app,8/17/2020 7:43,siap-diambil,8/17/2020 7:58,0
4983982,140161,86841,retailer,pick-up,app,8/17/2020 7:43,konfirmasi-perubahan,8/17/2020 7:46,0
4984032,60092,249786,retailer,pick-up,app,8/17/2020 7:45,selesai,8/23/2020 19:47,0
4520127,139675,144709,retailer,pick-up,app,7/27/2020 8:18,selesai,7/28/2020 11:40,0
3928472,143964,224430,retailer,pick-up,otc,6/29/2020 15:40,selesai,6/29/2020 15:40,0
4229900,150615,117934,retailer,pick-up,app,7/14/2020 8:07,selesai,7/14/2020 9:10,0
4374478,142463,60224,retailer,same-day,app,7/20/2020 15:01,selesai,7/23/2020 7:36,0
4067905,140245,102071,retailer,pick-up,app,7/6/2020 11:40,selesai,7/7/2020 8:52,0
4069191,139090,102881,retailer,pick-up,app,7/6/2020 12:26,selesai,7/15/2020 15:12,0
4517369,224429,70021,retailer,next-day,app,7/27/2020 6:42,selesai,7/31/2020 21:18,0
4517402,56123,1125017,retailer,same-day,app,7/27/2020 6:44,selesai,7/29/2020 7:25,0
4517455,143964,220351,retailer,pick-up,app,7/27/2020 6:46,selesai,7/30/2020 8:42,0
4517469,53989,35343,retailer,next-day,app,7/27/2020 6:47,selesai,7/29/2020 6:41,0
4517488,137917,120173,retailer,pick-up,app,7/27/2020 6:48,selesai,7/28/2020 16:53,0
4744107,100588,242341,retailer,same-day,app,8/6/2020 8:41,selesai,8/6/2020 14:42,0
4744193,140161,219675,retailer,pick-up,otc,8/6/2020 8:44,selesai,8/6/2020 8:44,0
4712237,54037,56602,retailer,pick-up,app,8/4/2020 18:28,selesai,8/6/2020 15:42,0
4712337,146329,108168,retailer,pick-up,app,8/4/2020 18:35,selesai,8/12/2020 20:49,0
4823005,171776,195945,retailer,pick-up,app,8/10/2020 5:55,selesai,8/11/2020 12:53,0
4823041,136248,214949,retailer,pick-up,app,8/10/2020 5:58,selesai,8/10/2020 7:36,0
4823091,54214,24677,retailer,same-day,app,8/10/2020 6:03,selesai,8/10/2020 11:46,0
4823141,138838,88634,retailer,next-day,app,8/10/2020 6:08,selesai,8/11/2020 22:17,0
4823142,128793,70219,retailer,same-day,app,8/10/2020 6:08,selesai,8/12/2020 13:18,0
4823156,53845,68664,retailer,same-day,app,8/10/2020 6:09,selesai,8/10/2020 19:21,0
4823159,132747,123646,retailer,pick-up,app,8/10/2020 6:09,selesai,8/15/2020 7:55,0
4749137,160659,103235,retailer,pick-up,app,8/6/2020 10:59,selesai,8/6/2020 21:01,0
4749237,149447,109505,retailer,pick-up,app,8/6/2020 11:02,selesai,8/9/2020 9:53,0
4749238,1098867,1130772,retailer,pick-up,app,8/6/2020 11:02,selesai,8/6/2020 15:50,0
5001180,54478,184387,retailer,same-day,app,8/18/2020 2:01,selesai,8/19/2020 22:06,0
4976626,135561,114126,retailer,pick-up,app,8/16/2020 15:44,selesai,8/17/2020 15:26,0
4976712,166742,237916,retailer,pick-up,app,8/16/2020 15:48,selesai,8/18/2020 17:36,0
4977029,199030,827988,retailer,pick-up,otc,8/16/2020 16:08,selesai,8/16/2020 16:08,0
4982192,54577,13310,retailer,pick-up,app,8/17/2020 4:00,selesai,8/18/2020 10:43,0
4982210,137079,72659,retailer,same-day,app,8/17/2020 4:26,selesai,8/17/2020 17:55,0
4982228,135822,98271,retailer,same-day,app,8/17/2020 4:52,selesai,8/18/2020 9:56,0
4982242,141815,1120576,retailer,pick-up,app,8/17/2020 5:02,selesai,8/18/2020 18:10,0
4982259,57763,37408,retailer,pick-up,app,8/17/2020 5:14,selesai,8/22/2020 12:57,0
3920505,58634,38476,retailer,pick-up,app,6/29/2020 6:38,selesai,6/30/2020 6:35,0
3920523,143435,128683,retailer,same-day,app,6/29/2020 6:39,selesai,7/2/2020 19:30,0
4526079,137184,188548,retailer,pick-up,app,7/27/2020 10:49,selesai,8/1/2020 16:49,0
4526147,169334,74792,retailer,same-day,app,7/27/2020 10:50,selesai,7/28/2020 14:54,0
4526165,140168,120717,retailer,pick-up,app,7/27/2020 10:51,selesai,7/29/2020 18:12,0
4204874,91873,195144,retailer,pick-up,otc,7/13/2020 7:52,selesai,7/13/2020 7:52,0
4204917,158875,43247,retailer,same-day,app,7/13/2020 7:53,selesai,7/14/2020 12:32,0
4205553,1151,66339,retailer,next-day,app,7/13/2020 8:12,selesai,7/27/2020 21:39,0
4205628,139105,127676,retailer,same-day,app,7/13/2020 8:14,selesai,7/13/2020 23:27,0
4205646,139433,121557,retailer,same-day,app,7/13/2020 8:15,selesai,7/15/2020 17:41,0
4205696,194544,246094,retailer,same-day,app,7/13/2020 8:16,selesai,7/15/2020 13:24,0
3922227,137722,232760,retailer,pick-up,app,6/29/2020 8:01,selesai,6/29/2020 10:34,0
3923102,145016,220466,retailer,pick-up,otc,6/29/2020 8:28,selesai,6/29/2020 8:28,0
3962485,134903,190532,retailer,pick-up,app,7/1/2020 7:48,selesai,7/4/2020 15:01,0
4206521,1105694,102936,retailer,same-day,app,7/13/2020 8:38,selesai,7/15/2020 10:38,0
